Shop #,Year,Make & Model,GPM/Gal/F/#,Original Assignment,Second Assignment,Third Assignment,Fourth Assignment,Fifth Assignment,Sixth Assignment,Seventh Assignment,Additional assignments (in order) and notes,Image links
D-551,1995,Spartan/Luverne,1500_/_500,Engine Co. 82 (4/26/1995 - 2002?),Engine Co. 65 (before 8/15/2004 - at least 8/7/2009),Spare engine (2009? - present),,,,,Had red front bumper added at later date; still in service 10/12/2014,Engine 82 (columind99) Engine 65 (Gordon J. Nord) Spare engine (Karl Klotz)
D-552,1997,HME/Luverne,1500_/_500,Engine Co. 43 (3/7/1997 - late 2001),Engine Co. 94 (1/18/2002 - present),,,,,,"Black wheels added at later date; still in service with Mars 888 and all original lighting, 3/6/2016; Code 3 Collectibles model replica (as E43)",Engine 43 (Bill Friedrich) Engine 94 (Josh Boyajian) Engine 94 (Gordon J. Nord) Engine 94 (Gordon J. Nord)
D-553,1997,HME/Luverne,1500_/_500,Engine Co. 28 (4/21/1997 - present),,,,,,,Lost Mars 888 sometime in 2014; Code 3 Collectibles model replica in fictional black-over-green St. Patrick’s day paint scheme,Engine 28 (Bill Friedrich) Engine 28 (Josh Boyajian)
D-554,1997,HME/Luverne,1500_/_500,Engine Co. 109 (4/2/1997 - 3/2011),Spare engine,,,,,,Seen 10/1/2009 missing rear engineer’s-side upper compartment door; First seen as spare 6/13/2012; Code 3 Collectibles model replica,Engine 109 (Bill Friedrich) Engine 109 (Gordon J. Nord) Engine 109 (Gordon J. Nord)
D-555,1997,HME/Luverne,1500_/_500,Engine Co. 104 (5/7/1997 - present),,,,,,,,Engine 104 (Gordon J. Nord) Engine 104 (Josh Boyajian) 
D-556,1997,HME/Luverne,1500_/_500,Engine Co. 121 (3/31/1997 - present),,,,,,,Roll-up compartment doors added in 2011 or 2012; Code 3 Collectibles model replica,Engine 121 (Gordon J. Nord) Engine 121 (Gordon J. Nord) Engine 121 (Gordon J. Nord) Engine 121 (Karl Klotz)
D-557,1997,HME/Luverne,1500_/_500,Engine Co. 125 (4/24/1997 - 4/19/1999),Engine Co. 78 (5/19/1999 - 2002?),Engine Co. 42 (5/2/2002 - 12/8/2005),Spare engine (late 2005? - present),,,,"Seen at Academy still lettered for Engine 125 on 5/1/1999; still in service 12/2/2014; Code 3 Collectibles made 3 models of this - 1 in regular livery (as E78), 1 in regular livery (as E42), the other with a fictional blue over red Cubs paint scheme (as E78)",Engine 125 (Gordon J. Nord) Engine 78 (Bill Friedrich) Engine 42 (Gordon J. Nord)
D-558,1997,HME/Luverne,1500_/_500,Engine Co. 80 (5/7/1997 - present),,,,,,,,Engine 80 (Gordon J. Nord)
D-559,1997,HME/Luverne,1500_/_500,Engine Co. 70 (3/17/1997 - 2002),Engine Co. 5 (5/1/2002 - 2006?),Engine Co. 89,Spare engine (? - present),,,,Used as Gotham City FD in The Dark Knight; Unofficially assigned to Fire Academy as 2 - 8 - 6A and replaced by D-656; used as Engine 5 until at least 4/8/2006; spare by 4/9/2009; still in service with Mars 888 11/9/2014; Code 3 Collectibles model replica (as E70),Engine 70 (Bill Friedrich) Engine 5 (Gordon J. Nord) Spare engine (Midwest Fire Depts)
D-560,1998,HME 1871 SFO/Luverne,1500_/_500,Engine Co. 71 (3/4/1998 - 1/15/2002),Engine Co. 103 (4/12/2002 - present),,,,,,First CFD engine with roll-up compartment doors; retained Mars 888 light until at least 12/2/2015,Engine 71 (Bill Friedrich) Engine 103 (Bill Friedrich) Engine 103 (Josh Boyajian)
D-561,1998,HME 1871 SFO/Luverne,1500_/_535,Engine Co. 1 (3/5/1998 - 9/20/2001),Engine Co. 120 (2001? - at least 10/16/2008),Spare engine,,,,,"Sold at auction, 8/2012",Engine 1 (Smith Bros) Engine 120 (Gordon J. Nord) Engine 120 (Bill Friedrich)
D-562,1998,HME 1871 SFO/Luverne,1500_/_535,Engine Co. 83 (1998 - 9/14/2002?),Engine Co. 11 (9/14/2002? - present),,,,,,Still in service 2/14/2016 with Mars 888 light,Engine 83 (Bill Friedrich) Engine 11 (Josh Boyajian)
D-563,1998,HME 1871 SFO/Luverne,1500_/_535,Engine Co. 88 (4/1/1998 - 8/8/2002),Engine Co. 50 (2/7/2002 - 5/3/2010),Spare engine (5/3/2010 - present),,,,,E88 became ALS engine on 4/1/1998; Replaced by D-550 when E50 became EMS engine (Engine 50 ALS on 5/6/2010); had “We’re There When You Need Us” painted on middle compartment doors while at Engine 50; still in service 1/8/2014,Engine 88 (Gordon J. Nord) Engine 50 (Gordon J. Nord) Engine 50 (Bill Friedrich)
D-564,1998,HME 1871 SFO/Luverne,1500_/_535,Engine Co. 46 (3/26/1998 - 11/21/2002),Engine Co. 74 (? - present),,,,,,Code 3 Collectibles model replica (as E46),Engine 46 (Gordon J. Nord) Engine 74 (Josh Boyajian)
D-565,1998,HME 1871 SFO/Luverne,1500_/_535,Engine Co. 95 (5/1/1998 - 12/13/2000),Engine Co. 59 (12/15/2000 - present),,,,,,1/32 scale Code 3 Collectibles model made (as E59),Engine 95 (Bill Friedrich) Engine 59 (Gordon J. Nord)
D-566,1998,Pierce Lance,2000_/_1000_/_210F,Engine Co. 9 (? - 1/2015?),Engine Co. 9R?,,,,,,O’Hare airport--became AVF-111,Engine 9 (Gordon J. Nord)
D-567,1998,Pierce Lance,2000_/_1000_/_210,Engine Co. 10 (5/1998 - 1/2015?),Engine Co. 10R (2/2015? - present),,,,,,O’Hare airport--became AVF-112,Engine 10 (Gordon J. Nord)
D-568,1999,HME 1871 SFO/Luverne,1500_/_500,Engine Co. 115 (3/24/1999 - 2006?),Engine Co. 15 (3/15/2007 - mid 2012),,,,,,"Sold at auction 9/21/2012; for sale at auction in New Jersey, October 2013",Engine 115 (Gordon J. Nord) Engine 115 (Gordon J. Nord) Engine 15 (Gordon J. Nord)
D-569,1999,HME 1871 SFO/Luverne,1500_/_500,Engine Co. 102 (1999 - present),,,,,,,Chrome wheels; Code 3 Collectibles 1/32 scale model made,Engine 102 (Bill Friedrich) Engine 102 (Josh Boyajian)
D-570,1999,HME 1871 SFO/Luverne,1500_/_500,Engine Co. 123 (3/31/1999 - 6/14/2004),Engine Co. 39 (12/8/2004 - present),,,,,,,Engine 123 (Gordon J. Nord) Engine 39 (Josh Boyajian)
D-571,1999,HME 1871 SFO/Luverne,1500_/_500,Engine Co. 125 (4/19/1999 - 2004),Spare engine,Engine Co. 120 (? - 10/2011),Spare engine,,,,Sold at auction 8/2012,Engine 125 (Gordon J. Nord) Engine 120 (Karl Klotz) Engine 120 (mbernero)
D-572,2000,American LaFrance Eagle/3D,1500_/_500,Engine Co. 23 (6/28/2001 - 1/2010?),,,,,,,"Only one purchased but ALF built 5 others in anticipation--two went to East Chicago, IN and three to Baltimore County, MD; became G-579; Code 3 Collectibles model replica (as E23)",Engine 23 (Gordon J. Nord) Engine 23 (Gordon J. Nord)
D-573,2000,Freightliner FL108/American LaFrance/3D,1500_/_500,Engine Co. 92 (7/7/2000 - present),,,,,,,Only one purchased as emergency replacement; Code 3 Collectibles model replica,Engine 92 (Josh Boyajian) Engine 92 (Gordon J. Nord)
D-574,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 117 (4/17/2001 - 6/3/2004),Engine Co. 127 (11/19/2004 - present),,,,,,High-roof; unpainted roll-up doors,Engine 117 (Gordon J. Nord) Engine 127 (Gordon J. Nord)
D-575,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 116 (5/10/2001 - 6/4/2004),Engine Co. 81 (10/29/2004 - present),,,,,,High-roof; unpainted roll-up doors,Engine 116 (Gordon J. Nord) Engine 81 (Josh Boyajian) Engine 81 (Gordon J. Nord)
D-576,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 93 (2001 - 2/2004?),Engine Co. 97 (between Feb & June 2004 - present),,,,,,Low-roof; unpainted roll-up doors,Engine 93 (Gordon J. Nord) Engine 97 (Gordon J. Nord) Engine 97 missing lens (Gordon J. Nord)
D-577,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 8 (10/2001 - present),,,,,,,Low-roof; First engine with LED grille lights; Chinese numeral on door,Engine 8 (Josh Boyajian)
D-578,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 61 (9/21/2001 - 2006?),Engine Co. 5 (2006?- 5/3/2010?),Engine Co. 89 (5/3/2010 - present),,,,,Low-roof; last rig for E61 before OOS;,Engine Co. 61 (Gordon J. Nord) Engine 5 (Bill Friedrich) Engine 89 (Midwest Fire Depts)
D-579,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 1 (9/18/2001 - late March/early April 2006),Spare engine,Engine Co. 56 (2006? - present),,,,,Low-roof,Engine Co. 1 (Gordon J. Nord) Spare engine (Gordon J. Nord) Engine 56 (Josh Boyajian)
D-580,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 43 (2001 - present),,,,,,,Low-roof,Engine Co. 43 (Gordon J. Nord)
D-581,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 68 (10/4/2001 - 10/28/2005),Engine Co. 49 (12/2007 - present),,,,,,Low-roof,Engine 68 (Gordon J. Nord) Engine 49 (Josh Boyajian)
D-582,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 83 (9/14/2002 - 4/21/2006),Engine Co. 112 (11/16/2006 - present),,,,,,Low-roof,Engine 83 (Gordon J. Nord) Engine 112 (Gordon J. Nord)
D-583,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 126 (2001? - present),,,,,,,Low-roof,Engine 126 (Josh Boyajian)
D-584,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 13 (10/24/2001 - 3/31/2006),Engine Co. 7 (2006? - present),,,,,,High-roof,Engine 13 (Gordon J. Nord) Engine 7 (Gordon J. Nord)
D-585,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 19 (10/24/2001 - present),,,,,,,High-roof,Engine 19 (Gordon J. Nord)
D-586,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 91 (11/30/2001 - 4/14/2006),Engine Co. 99 (after 9/9/2006/before 4/21/2007 - present),,,,,,High-roof,Engine 91 (Gordon J. Nord) Engine 99 (Josh Boyajian)
D-587,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 108 (11/1/2001 - present),,,,,,,High-roof; retrofitted with larger LEDs above headlights,Engine 108 (Josh Boyajian)
D-588,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 122 (11/1/2001 - 2011?),Spare engine (2011? - present),,,,,,High-roof; Spare by June 2012; still in service 4/26/2016,Engine 122 (Gordon J. Nord) Spare engine (Gordon J. Nord)
D-589,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 38 (1/3/2002 - 4/4/2006?),Engine Co. 22 (8/9/2006 - present),,,,,,Low-roof,Engine 38 (Gordon J. Nord) Engine 22 (Gordon J. Nord)
D-590,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 84 (12/11/2001 - present),,,,,,,Low-roof,Engine 84 (Josh Boyajian)
D-591,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 55 (1/3/2002 - present),,,,,,,Low-roof,Engine 55 (Josh Boyajian)
D-592,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 96 (12/31/2001 - present),,,,,,,Low-roof,Engine 96 (Drew Gresik)
D-593,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 113 (2002 - 2006),Engine Co. 79 (11/9/2006 - present),,,,,,Low-roof,Engine 113 (Gordon J. Nord) Engine 79 (Gordon J. Nord)
D-594,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 70 (1/4/2002 - present),,,,,,,Low-roof,Engine 70 (Gordon J. Nord)
D-595,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 71 (1/15/2002 - present),,,,,,,Low-roof,Engine 71 (Josh Boyajian)
D-596,2001,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 34 (1/7/2002 - present),,,,,,,Low-roof,Engine 34 (Josh Boyajian)
D-597,2002,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 78 (2002 - present),,,,,,,Low-roof,Engine 78 (Gordon J. Nord)
D-598,2002,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 82 (2002 - 2010),Spare engine (2010 - late 2015?),Engine Co. 50 (late 2015? - present),,,,,Low-roof; first seen as spare 10/13/2010; still in service as spare 12/6/2015,"Engine 82 (Gordon J. Nord) Engine 50 (Dennis McGuire, Jr.)"
D-599,2002,Spartan Gladiator FF/Luverne,1500_/_500,2 - 8 - 6 Fire Academy Engine (2002 - present),,,,,,,Low-roof,2-8-6 (Josh Boyajian)
D-600,2002,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 72 (9/26/2002 - 4/7/2006),Engine Co. 29 (2006? - present),,,,,,Low-roof,Engine 72 (Gordon J. Nord) Engine 29 (Gordon J. Nord)
D-601,2002,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 54 (9/26/2002 - present),,,,,,,Low-roof,Engine 54 (Josh Boyajian)
D-602,2002,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 4 (10/11/2002 - present),,,,,,,Low-roof,Engine 4 (Josh Boyajian)
D-603,2002,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 47 (9/27/2002 - 7/5/2006),Engine Co. 30 (11/16/2006 - present),,,,,,Low-roof,Engine 47 (Gordon J. Nord) Engine 30 (Josh Boyajian)
D-604,2002,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 77 (10/4/2002 - 1/24/2005),Engine Co. 110 (early 2005? - present),,,,,,Last rig for Engine Co. 77 before company placed OOS 1/24/2005,Engine 77 (Gordon J. Nord) Engine 110 (Josh Boyajian)
D-605,2002,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 18 (10/3/2002 - present),,,,,,,Low-roof,Engine 18 (Josh Boyajian)
D-606,2002,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 95 (11/27/2002 - 11/15/2005),Engine Co. 16 (11/2005? - present),,,,,,Low-roof,Engine 95 (Gordon J. Nord) Engine 16 (Josh Boyajian)
D-607,2002,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 57 (10/17/2002 - present),,,,,,,Low-roof,Engine 57 (Gordon J. Nord)
D-608,2002,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 101 (10/4/2002 - present),,,,,,,Low-roof,Pre-assignment (Smith Bros) Engine 101 (Josh Boyajian)
D-609,2002,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 35 (11/13/2002 - present),,,,,,,Low-roof,Engine 35 (Gordon J. Nord)
D-610,2002,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 45 (4?/2002 - present),,,,,,,Low-roof,Engine 45 (Gordon J. Nord)
D-611,2002,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 106 (11/13/2002 - present),,,,,,,Low-roof,Engine 106 (Josh Boyajian)
D-612,2002,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 46 (11/21/2002 - present),,,,,,,Low-roof,Engine 46 (Gordon J. Nord)
D-613,2002,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 88 (11/26/2002 - present),,,,,,,Low-roof,Engine 88 (Josh Boyajian)
D-614,2002,Spartan Gladiator FF/Luverne,1500_/_500,Engine Co. 107 (11/27/2002 - present),,,,,,,Low-roof,Engine 107 (Josh Boyajian)
D-615,2003,Spartan Gladiator FF/Crimson,1500_/_500,Engine Co. 26 (8/29/2003 - present),,,,,,,Only one purchased of this year; has red painted headlight surrounds,Engine 26 (Gordon J. Nord)
D-616,2004,Spartan Gladiator FF/Crimson,1500_/_500,Engine Co. 73 (2004 - present),,,,,,,First engine with LED lightbar,Engine 73 (Gordon J. Nord)
D-617,2004,Spartan Gladiator FF/Crimson,1500_/_500,Engine Co. 75 (2004 - present),,,,,,,,Engine 75 (Gordon J. Nord)
D-618,2004,Spartan Gladiator FF/Crimson,1500_/_500,Engine Co. 116 (6/4/2004 - present),,,,,,,,Engine 116 (Josh Boyajian)
D-619,2004,Spartan Gladiator FF/Crimson,1500_/_500,Engine Co. 117 (6/3/2004 - 10/19/2005),Engine Co. 129 (? - present),,,,,,,Engine 117 (Bill Friedrich) Engine 129 (Josh Boyajian)
D-620,2004,Spartan Gladiator FF/Crimson,1500_/_500,Engine Co. 44 (8/12/2004 - present),,,,,,,,Engine 44 (Josh Boyajian)
D-621,2004,Spartan Gladiator FF/Crimson,1500_/_500,Engine Co. 76 (6/21/2004 - present),,,,,,,,Engine 76 (Josh Boyajian)
D-622,2004,Spartan Gladiator FF/Crimson,1500_/_500,Engine Co. 123 (6/14/2004 - present),,,,,,,,Engine 123 (Josh Boyajian)
D-623,2004,Spartan Gladiator FF/Crimson,1500_/_500,Engine Co. 124 (6/10/2004 - present),,,,,,,,Engine 124 (Gordon J. Nord)
D-624,2004,Spartan Gladiator FF/Crimson,1500_/_500,Engine Co. 125 (2004 - present),,,,,,,,Engine 125 (Gordon J. Nord)
D-625,2005,Spartan Gladiator/Crimson,1500_/_500,Engine Co. 63 (11/7/2005 - present),,,,,,,In memory of FF Edward Stringer,Engine 63 (Josh Boyajian)
D-626,2005,Spartan Gladiator/Crimson,1500_/_500,Engine Co. 68 (11/1/2005 - present),,,,,,,,Engine 68 (Gordon J. Nord)
D-627,2005,Spartan Gladiator/Crimson,1500_/_500,Engine Co. 93 (4/2004? - present),,,,,,,,Engine 93 (Gordon J. Nord)
D-628,2005,Spartan Gladiator/Crimson,1500_/_500,Engine Co. 95 (11/15/2005 - present),,,,,,,,Engine 95 (Josh Boyajian)
D-629,2005,Spartan Gladiator/Crimson,1500_/_500,Engine Co. 117 (10/19/2005 - present),,,,,,,,Engine 117 (Josh Boyajian)
D-630,2005,Spartan Gladiator/Crimson,1500_/_500,Engine Co. 42 (12/9/2005 - present),,,,,,,,Engine 42 (Josh Boyajian)
D-631,2006,Spartan Gladiator/Crimson,1500_/_500,Engine Co. 38 (4/4/2006 - present),,,,,,,,Engine 38 (Josh Boyajian)
D-632,2006,Spartan Gladiator/Crimson,1500_/_500,Engine Co. 47 (7/5/2006 - present),,,,,,,,Engine 47 (Gordon J. Nord)
D-633,2006,Spartan Gladiator/Crimson,1500_/_500,Engine Co. 72 (4/10/2006 - present),,,,,,,,Engine 72 (Gordon J. Nord)
D-634,2006,Spartan Gladiator/Crimson,1500_/_500,Engine Co. 113 (5/2006? - present),,,,,,,*Assigned between February & May 2006,Engine 113 (Josh Boyajian)
D-635,2006,Spartan Gladiator/Crimson,1500_/_500,Engine Co. 91 (4/14/2006 - present),,,,,,,,Engine 91 (Gordon J. Nord)
D-636,2006,Spartan Gladiator/Crimson,1500_/_500,Engine Co. 1 (4/2006 - present),,,,,,,,Engine 1 (Gordon J. Nord)
D-637,2006,Spartan Gladiator/Crimson,1500_/_500,Engine Co. 13 (3/31/2006 - present),,,,,,,,Engine 13 (Josh Boyajian)
D-638,2006,Spartan Gladiator/Crimson,1500_/_500,Engine Co. 83 (4/24/2006 - present),,,,,,,,Engine 83 (Josh Boyajian)
D-639,2006,Spartan Gladiator/Crimson,1500_/_500,Engine Co. 115 (5/2006? - present),,,,,,,*Assigned between April & July 2006,Engine 115 (Gordon J. Nord)
D-640,2006,Spartan Gladiator/Crimson,1500_/_500,Engine Co. 60 (3/9/2007 - 3/2011),Engine Co. 109 (3/2011 - present),,,,,,,Engine 60 (Gordon J. Nord) Engine 109 (Josh Boyajian)
D-641,2006,Spartan Gladiator/Crimson,1500_/_500,Engine Co. 62 (2007 - present),,,,,,,"Damaged in accident at 128th & Halsted, 1/31/2012",Engine 62 (Gordon J. Nord)
D-642,2006,Spartan Gladiator/Crimson,1500_/_500,Engine Co. 64 (3/14/2007 - present),,,,,,,,Engine 64 (Gordon J. Nord)
D-643,2006,Spartan Gladiator/Crimson,1500_/_500,Engine Co. 86 (2007? - present),,,,,,,,Engine 86 (Gordon J. Nord)
D-644,2006,Spartan Gladiator/Crimson,1500_/_500,Engine Co. 98 (2007? - present),,,,,,,Retroactively dedicated “In Memory of Edmond P. Coglianese”,Engine 98 (Josh Boyajian)
D-645,2009,Spartan Gladiator Classic/Crimson,1500_/_500,Engine Co. 5 (5/2010? - present),,,,,,,First engine with full LED lighting package,Engine 5 (Josh Boyajian)
D-646,2009,Spartan Gladiator Classic/Crimson,1500_/_500,Engine Co. 23 (1/2010? - present),,,,,,,,Engine 23 (Josh Boyajian)
D-647,2009,Spartan Gladiator Classic/Crimson,1500_/_500_/_30,Engine Co. 69 (2010? - present),,,,,,,,Engine 69 (Josh Boyajian)
D-648,2009,Spartan Gladiator Classic/Crimson,1500_/_500_/_30,Engine Co. 119 (? - present),,,,,,,,Engine 119 (Midwest Fire Depts)
D-649,2009,Spartan Gladiator Classic/Crimson,1500_/_500_/_30,Engine Co. 32 (11/2009 - present),,,,,,,Was supposed to go to Engine 120 and was changed to Engine 32 last minute,Engine 32 (Josh Boyajian) Engine 32 (Gordon J. Nord)
D-650,2009,Spartan Gladiator Classic/Crimson,1500_/_500,Engine Co. 122 (? - present),,,,,,,,Engine 122 (Erik Haak)
D-651,2010,Spartan Gladiator Classic/Crimson,1500_/_500_/_35,Engine Co. 14 (2010 - present),,,,,,,,Engine 14 (Josh Boyajian)
D-652,2010,Spartan Gladiator Classic/Crimson,1500_/_500,Engine Co. 65 (? - present),,,,,,,,Engine 65 (Josh Boyajian)
D-653,2010,Spartan Gladiator Classic/Crimson,1500_/_500_/_30,Engine Co. 82 (? - present),,,,,,,,Engine 82 (Karl Klotz)
D-654,2011,Spartan Gladiator Classic/Crimson,2000_/_750,Engine Co. 60 (3/2011 - present),,,,,,,High pressure pumper,Engine 60 (Josh Boyajian)
D-655,2011,Spartan Gladiator Classic/Crimson,1500_/_500,Engine Co. 120 (10/2011 - present),,,,,,,,Engine 120 (Josh Boyajian)
D-656,2011,Spartan Gladiator Classic/Crimson,1500_/_500,2 - 8 - 6A Fire Academy Engine (5/27/2012 - present),,,,,,,First seen 5/27/2012; renumbered to 2-8-7?,2-8-6A (Josh Boyajian)
D-657,2011,Spartan Gladiator Classic/Crimson,1500_/_500_/_35,Engine Co. 15 (8/2012? - present),,,,,,,,Engine 15 (John Tulipano)
D-658,2016,E-One,,ON ORDER,,,,,,,,
D-659,2016,E-One,,ON ORDER,,,,,,,,
D-660,2016,E-One,,ON ORDER,,,,,,,,
